job-title,job-description
"Software Engineer, Energy Asset Management","The Role
Tesla is committed to having industry-leading uptime and service for our deployed fleet of residential, C&I and utility scale solar, storage and charging systems. The Tesla Energy Asset Management team is looking to hire a full stack software engineer to help build out and maintain a world-class Network Operations Center (NOC) that our global asset management and engineering teams will use to proactively monitor and operate our energy fleet, with the goal of maximizing fleet availability and minimizing operating costs. 

Responsibilities
·         Design, develop, and maintain software systems for ingesting, querying, and visualizing data.
·         Define and develop products – in this case, the Network Operation Center’s various dashboards
·         Build out highly available mission-critical applications and dashboards
·         Work with other software teams to leverage their tools and infrastructure
·         Own projects and always seeks ways to improve efficiency and operations.
·         Contribute to the full software lifecycle including design, development of backend and frontend, documentation, testing and deployment
·         Develop UI and REST API for internal applications
·         Collaborate with colleagues in design and code reviews. 

Qualifications
·         A passion for sustainable energy
·         Degree in Computer Science, Engineering, or relevant industry experience
·         3+ years of professional software development experience
·         Advanced SQL skills and comprehension of complex relational database schemas
·         Advanced python programming skills
·         Complete comfort in a Linux environment
·         Expert knowledge of REST APIs
·         Experience with containerization and orchestration, AWS, continuous integration and deployment, configuration control, monitoring and alerting
·         Experience with IoT platforms, Splunk and Grafana
·         Experience with web app frameworks/libraries: Django, Flask, AngularJS, ReactJS, flux/redux
·         Proven ability to work across the stack in a fast-paced environment
·         Excellent written and verbal communication skills required
·         Ability to work well with others in a collaborative team environment"
"Software Engineer, Vehicle User Interface (C++)","The Role
Tesla is expanding its UI software engineering team. We are looking for a highly motivated software engineer specializing in front-end software development and creating exceptional user experiences.
You will need strong software engineering skills, excellent interpersonal communication, and experience accepting and giving meaningful feedback on technical designs. You will be responsible for the look and feel of the user experience, architecture, and front-end graphics. You will need to collaborate with our top-notch design team and back end developers.
Our goal is to set the bar for what a car UI can be; by creating an interface that flows so naturally, it makes the car feel like an extension of the driver's body. We want to work with people who are excited by this goal and have the talent to deliver on it.
Responsibilities
Rapid prototyping of in-car customer experiences
Design, code and debug UI interfaces/ architectures
Work with a cross-functional team of hardware engineers, application/UI software engineers, QA/validation, and designers
Requirements
Proficient in C++
Excellent grasp of fundamental computer science concepts
Experience writing and shipping customer-facing code
Willingness to learn new technologies in any area of the stack: UI, Rendering, Core, Protocol, Server
Experience using common design patterns in the software industry
High standards for code quality, maintainability, and performance
Experience building state-of-the-art user interfaces and/or acclaimed consumer facing applications"
Software - Infotainment UI Engineering Internship (Spring 2021 and/or Summer 2021),"Disclaimer: This position is expected to start either January/February 2021 or May/June 2021 and continue for a minimum of 12 weeks, up to a maximum of 12 months. Please consider availability before submitting an application.
Our Company
Tesla is accelerating the world’s transition to sustainable energy. We design, manufacture, sell and service the world’s best solar technology, energy storage systems, and electric vehicles, providing customers the opportunity to generate, store and consume energy entirely sustainably.
Tesla is committed to hiring and developing top talent from around the world for any given discipline. Based in California, Tesla’s workforce spans across four continents. We work to build an inclusive environment in which all people, regardless of gender, race, religion, or background, can come to do their best work.
Our world-class teams operate with a non-conventional philosophy of interdisciplinary collaboration. Each member of the team is expected to challenge and to be challenged, to create, and to innovate. We’re tackling the world’s most difficult and important problems—and we wouldn’t succeed without our shared passion for making the world a better place.
Internship Programs at Tesla
The Internship Programs Team is driven by the passion to recognize emerging talent. Our year-round program places the best students in positions that they will grow both technically and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows for the intern to experience life at Tesla by given them projects that are critical to their team’s success.
Instead of going on coffee runs and making copies, you’ll be seated at the table making critical decisions that will influence not only your team, but the overall achievement of Tesla’s mission.
Locations
Palo Alto, CA
About the Team

Tesla is expanding its Infotainment UI software engineering team. We are looking for a highly motivated software engineering intern to specialize in front-end software development and create exceptional user experiences.

You will need strong software engineering skills, excellent interpersonal communication, and experience accepting and giving meaningful feedback on technical designs. You will need to collaborate with our top-notch design team and back-end developers.

Our goal is to set the bar for what a car UI can be; by creating an interface that flows so naturally, it makes the car feel like an extension of the driver's body. We want to work with people who are excited by this goal and have the talent to deliver on it.

What to Expect
Rapid prototyping of in-car customer experiences
Design, code, and debug UI interfaces/architectures
Work with a cross-functional team of hardware engineers, application/UI software engineers, QA/validation, and designers
Requirements
Currently working towards a BS, MS, or advanced degree in a relevant engineering program such as Software Engineering or Computer Science
Experience in C++
Strong grasp of fundamental computer science concepts
Willingness to learn new technologies in any area of the stack: UI, Rendering, Core, Protocol, Server
High standards for code quality, maintainability, and performance
Experience writing and shipping customer-facing code is preferred"
"Software Engineer, Distributed Systems","Role:
Want to work on IoT platforms that support Powerwall, Powerpack, Megapack, Tesla Solar, Solar Roof, Powerhub, Supercharger, Autobidder, Model S/3/X, and the Tesla App? Want to work with functional programming, streaming data, and distributed systems? Want to work with Scala, Akka, Reactive Streams, InfluxDB, PostgreSQL, and Kubernetes? Tesla is looking for a Software Engineer to build the cloud services that power these products, driving the worldwide transition to sustainable energy. 
This platform provides real-time monitoring, optimization, and control of distributed, renewable-energy assets, including generation, storage, grid services, and electric-vehicles. The platform incorporates reliable data collection and storage for millions of real-time data streams; services for publishing and subscribing to streaming data; support for real-time stream processing and aggregation; and reliable, low-latency messaging for the distributed command and control of energy assets. You must enjoy working on challenges related to the availability, reliability, scalability, and security of these distributed software systems.
Responsibilities:
• Design, develop, and maintain distributed software systems that incorporate real-time and streaming data for monitoring, aggregation, and control.
• Characterize complex problems related to the scalability, reliability, performance, and security of production systems.
• Test the performance, scalability, and reliability of software systems at scale, including developing the services to support this testing.
• Provide technical leadership and foster collaboration.
• Maintain the high quality standards of the team."
Software - Video Games Engineering Internship (Spring 2021 and/or Summer 2021),"Disclaimer: This position is expected to start either January/February 2021 or May/June 2021 and continue for a minimum of 12 weeks, up to a maximum of 12 months. Please consider availability before submitting an application.
Our Company
Tesla is accelerating the world’s transition to sustainable energy. We design, manufacture, sell and service the world’s best solar technology, energy storage systems, and electric vehicles, providing customers the opportunity to generate, store and consume energy entirely sustainably.
Tesla is committed to hiring and developing top talent from around the world for any given discipline. Based in California, Tesla’s workforce spans across four continents. We work to build an inclusive environment in which all people, regardless of gender, race, religion, or background, can come to do their best work.
Our world-class teams operate with a non-conventional philosophy of interdisciplinary collaboration. Each member of the team is expected to challenge and to be challenged, to create, and to innovate. We’re tackling the world’s most difficult and important problems—and we wouldn’t succeed without our shared passion for making the world a better place.
Internship Programs at Tesla
The Internship Programs Team is driven by the passion to recognize emerging talent. Our year-round program places the best students in positions that they will grow both technically and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows for the intern to experience life at Tesla by given them projects that are critical to their team’s success.
Instead of going on coffee runs and making copies, you’ll be seated at the table making critical decisions that will influence not only your team, but the overall achievement of Tesla’s mission.
The Role
Tesla strives to make its cars the most fun possible; bringing video game experiences to the car helps increase that fun. In this incredibly rare opportunity to help build a video games platform, we are looking for a highly motivated software engineer to help enable the best video game content to be available in-car. Come put that industry experience to great use and help us build this platform.
Our goal is to set the bar for what video games in a car can be; much of this is uncharted territory having never been done before. We want to work with people who are excited by this goal and have the talent to deliver on it.
Location
Bellevue, WA
Responsibilities
Design, architect, implement and debug game platform interfaces and systems
Rapid prototyping and ownership of fun in-car customer experiences
Work with a cross-functional team of hardware engineers, application/UI software engineers, QA/validation, and designers
Communicate with game development and publishing partners
Requirements
Currently working towards a BS, MS, or advanced degree in a relevant engineering program such as Software Engineering or Computer Science.
Proficient in C++
Excellent grasp of fundamental computer science concepts
Experience writing and shipping customer-facing code
Willingness & curiosity to learn new technologies in any area of the stack: UI, Rendering, Core, Protocol, Server
Experience shipping products in the video game industry
High standards for code quality, maintainability, and performance"
Senior Software Engineer - Manufacturing Quality Systems," The Role:
Tesla Quality Data Science team is looking for a Senior Software Engineer to continue the development and enhancement of our in-house SPC (Statistical Process Control) application.  SPC plays a critical role in manufacturing by utilizing statistics to detect equipment and processes that are starting to go out of control. This enables us to notify responsible parties to perform corrective actions before process and equipment starts to make bad products. The ideal candidate will contribute to the ongoing development of our in-house SPC system that is written in C# .Net.  You will play a critical role in maintaining the current SPC system while concurrently modernizing the application towards Dockerization and migration to a Microservice architecture.  You will play a key role in helping Tesla drive down cost and defects in our manufacturing processes.
 Responsibilities:
Quickly learn and understand the inner workings of our in-house SPC application and develop new features in accordance with SPC best practices.
Contribute to system architect design and improvement of the overall system for maximum scalability and usability.
Work closely with Front-End developers to design and implement service agreements via Rest APIs.
Work cross-functionally with IT to maintain and optimize Application, Web and Database Servers.
Participate in code reviews and architecture discussions.
Introduce bleeding edge technologies to the team.
 Requirements:
Candidate with B.S in Computer Science and 5+ years of experience in building and designing scalable distributed systems in C# .Net or .Net Core.
Proven track record of design and development applications utilizing Relational and/or NoSQL databases, with the preference of mySQL.
Willingness to learn technology stacks that focuses on Microservice Architecture and Dockerization (Kubernetes, Docker, goLang, etc.).
Strong understanding of fundamental web technologies such as HTTP, HTML, CSS, AJAX, REST and JSON.
Demonstrate a good understanding of software fundamentals including software design, algorithm development, data structures, code modularity, and maintainability.
Preferred understanding of one or more of the following frameworks: Angular 5+, React, ASP.NET, JavaScript and jQuery.
You must be self-managed and committed to working in a fast-paced environment.
Nice to have experience: Highcharts, Airflow, Python, Kafka."
"Software Engineer, Build and CI Infrastructure","The Role

Tesla’s continued success depends on engineers being able to develop, debug, and deploy software quickly. Our web services, tools, and build infrastructure directly impact over 1000 vehicle software engineers. You'll be joining a small team located at the center of the firmware organization. This unique position exposes us to a wide array of interesting technical challenges and enables us to be the defenders of best practices such as code hygiene, reuse, and maintainability. As the brains of a whole organization, you will work on developer experience, build frameworks and high availability of tools, services and computational cluster.

Responsibilities
Design, improve and implement build pipelines
Improve builds stability, reliability and speed
Requirements
High proficiency in Linux (we build with Linux, but support multiple other developer environments) and bash
At least one modern programming language (Java, C++, Golang, Python, etc) and willingness to learn and use the new ones
Knowledge of build frameworks (Bazel, Scons, Makefiles, etc)
Experience with containerization and/or virtualization (Docker, LXC, Kubernetes, Vagrant, Rancher, Apache Mesos, etc)
Good understanding of Git and its workflows
Knowledge of Jenkins or other build integration tools"
"Embedded Software - Firmware Engineer, Drive Inverter","The Role
As a member of the firmware development team, you will be responsible for designing and implementing methods for validation of the firmware for its current and next generations of powertrain control systems, at the center of which is the Drive Inverter. Come join a team of deeply knowledgeable engineers that strive to build the most robust and reliable embedded systems using cutting edge software development tools and practices.  You will solve some of the most ambiguous and challenging problems in the embedded software space and change the way the world produces electric vehicles and delivers energy. 
Responsibilities
Development of automated Hardware-In-Loop (HIL) and Software-In-Loop (SIL) validation platform and infrastructure to improve the level of automation, efficiency and accuracy of the driver inverter firmware validation.
Participate in the creating and execution of automated regression test suite for the powertrain drive-inverter firmware to ensure the quality of firmware releases. Continuously analyze and improve coverage of the regression test suite.
Create and execute board level test plans to expose weakness or faults in the powertrain drive-inverter firmware.
Track the bug life-cycle (open, verify, validate and close).
Requirements
1+ year of relevant experience in either development or test automation, although all levels of experience are needed.
BS in Computer Science, Computer Engineering, Electrical Engineering, or equivalent practical experience.
Proficiency in C and Python.
Scripting skills in other common languages is a plus (Perl, Shell, Bash).
Knowledge of version control (Git) and continuous integration.
Good communication skill and ability to think creatively and produce “outside of the box” solutions.
Knowledge and experience with automation and build tools is a plus (Jenkins, Docker, SCons).
Experience with Rust programming language is a plus.
Previous experience in auto-industry or validating highly complex and mission critical embedded system is a plus.
Ability to read and review electronic circuit schematic is a plus."
"Autopilot, Embedded Software Engineer","The Role
The Autopilot Platform team is looking for a Senior Embedded Software Engineer to join the team in Palo Alto, CA. Embedded Software Engineers are expected to develop, test and document firmware for the Autopilot system.
The successful applicant will join a team of deeply knowledgeable engineers and have an opportunity to solve ambitious and challenging problems in the embedded software space. The applicant will work closely with rest of Autopilot software teams to design and implement various power management, safety and fault handling strategies. The applicant will also work closely with hardware teams and have opportunities to engage in real hardware/software codesign tradeoffs of upcoming electric and autonomous vehicles and systems.

Responsibilities
Deliver high-quality C code in a real-time embedded environment.
Specify, design, and implement functionality and behaviors of Autopilot platforms
Design the software architecture and firmware implementation on hardware through integration, test and high volume manufacturing.
Hands-on feature development, system debugging and code optimization.
Bring up new Autopilot platforms and integrate the new Autopilot platforms in various Tesla vehicles
Make performance and optimization trade-offs to meet product requirements.
 Requirements  
 BS in Computer Science, Computer Engineering, Electrical Engineering or the equivalent in experience with evidence of exceptional ability.
4+ years of experience in embedded development in robotics, real-time controls, or system software.
Proficiency in C, familiarity with MISRA C  is a plus.
Fluent in software fundamentals including software design and maintainability.
Experience with the embedded microprocessor debuggers and tools.
Test driven development and familiarity with developer driven automated testing.
Ability to collaborate and communicate complex technical concepts.
Experience with Real-Time Operating Systems.
Experience with low speed interfaces such as CAN, UART, SPI, I2C.
Experience with ARM Cortex R/M series microcontrollers preferred.
Familiarity with high-availability, safety-critical software principles preferred.
Contributions to large open source projects preferred.
Experience with protocol buffers and RPC preferred."
Software - Mobile Engineering Internship (Spring 2021 and/or Summer 2021),"Disclaimer: This position is expected to start either January/February 2021 or May/June 2021 and continue for a minimum of 12 weeks, up to a maximum of 12 months. Please consider availability before submitting an application.
Our Company
Tesla is accelerating the world’s transition to sustainable energy. We design, manufacture, sell and service the world’s best solar technology, energy storage systems, and electric vehicles, providing customers the opportunity to generate, store and consume energy entirely sustainably.
Tesla is committed to hiring and developing top talent from around the world for any given discipline. Based in California, Tesla’s workforce spans across four continents. We work to build an inclusive environment in which all people, regardless of gender, race, religion, or background, can come to do their best work.
Our world-class teams operate with a non-conventional philosophy of interdisciplinary collaboration. Each member of the team is expected to challenge and to be challenged, to create, and to innovate. We’re tackling the world’s most difficult and important problems—and we wouldn’t succeed without our shared passion for making the world a better place.
Internship Programs at Tesla
The Internship Programs Team is driven by the passion to recognize emerging talent. Our year-round program places the best students in positions that they will grow both technically and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows for the intern to experience life at Tesla by given them projects that are critical to their team’s success.
Instead of going on coffee runs and making copies, you’ll be seated at the table making critical decisions that will influence not only your team, but the overall achievement of Tesla’s mission.
Locations
Palo Alto, CA
About the Team

We are looking for a highly motivated mobile engineering intern to create exceptional user experiences for our users. You will need strong software engineering skills, excellent interpersonal communication, and collaborate with our top-notch design team and back end developers. Our goal is to set the bar for what vehicle mobile user experience can be. We want to work with people who are excited by this goal and have the talent to deliver on it.

What to Expect
Design, code, and maintain mobile user experiences.
Optimize code for performance, stability and maintainability.
Work with a cross-functional team of hardware engineers, application/UI software engineers, QA/Validation, and designers.
Requirements
Currently working towards a BS, MS, or advanced degree in a relevant engineering program such as Software Engineering or Computer Science.
Familiar with Objective-C or Android, JavaScript. Experience with React/React Native is preferred.
Excellent grasp of fundamental computer science concepts, good at solving complex technical problems.
Experience using common design patterns. High standards for code quality, maintainability, and performance."
"Software Engineer, Energy Optimization","The Role
The Energy Optimization team develops and maintains the high-level control systems for Megapacks, Powerwalls, Virtual Power Plants, and microgrids. Our systems continuously forecast the availability and price of energy, determine optimal control strategies, and dispatch energy in real-time. We have repeatedly demonstrated success in residential, commercial, and utility-scale settings.
We are looking for talented software engineers to help build the platforms necessary for the next phase of our growth. You will help define new control strategies, extend our services to new applications and markets, and scale our infrastructure to support hundreds of gigawatt-hours around the globe. You will contribute to real-time control systems - both embedded and cloud - and to the offline platforms used for algorithm development and training.
Responsibilities
Define and develop simple, generalized control systems to satisfy a range of applications and markets
Define and develop offline training platforms
Work across the stack as necessary, from device to cloud
Contribute to a culture of operational excellence
Learn fast and do whatever it takes
Requirements
A passion for sustainable energy
Proven ability to define and develop products
Proven ability to develop and operate resilient systems, embedded and/or cloud
Excellence in a couple of languages (we mostly use Scala and Python) and proficiency in others
A strong predilection for good software and the processes that make it
Complete comfort in a Linux environment
Proven ability to work across the stack in a fast-paced environment
Excellent communication
Bonus Experience
Containerization and orchestration, AWS, continuous integration and deployment, configuration control, monitoring and alerting
Machine learning (especially time-series forecasting) and advanced numerical methods (e.g. linear optimization, distributed control)
Modeling physical systems and/or markets
IoT platforms"
Software - Factory Firmware Integration Engineering Internship (Spring 2021 and/or Summer 2021),"Disclaimer: This position is expected to start either January/February 2021 or May/June 2021 and continue for a minimum of 12 weeks, up to a maximum of 12 months. Please consider availability before submitting an application.
Our Company
Tesla is accelerating the world’s transition to sustainable energy. We design, manufacture, sell and service the world’s best solar technology, energy storage systems, and electric vehicles, providing customers the opportunity to generate, store and consume energy entirely sustainably.
Tesla is committed to hiring and developing top talent from around the world for any given discipline. Based in California, Tesla’s workforce spans across four continents. We work to build an inclusive environment in which all people, regardless of gender, race, religion, or background, can come to do their best work.
Our world-class teams operate with a non-conventional philosophy of interdisciplinary collaboration. Each member of the team is expected to challenge and to be challenged, to create, and to innovate. We’re tackling the world’s most difficult and important problems—and we wouldn’t succeed without our shared passion for making the world a better place.
Internship Programs at Tesla
The Internship Programs Team is driven by the passion to recognize emerging talent. Our year-round program places the best students in positions that they will grow both technically and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows for the intern to experience life at Tesla by given them projects that are critical to their team’s success.
Instead of going on coffee runs and making copies, you’ll be seated at the table making critical decisions that will influence not only your team, but the overall achievement of Tesla’s mission.
Locations
Fremont, CA
About the Team

The Factory Firmware Team is seeking a Firmware Integration Engineering Intern to develop software tools for vehicle diagnostics, testing and validation. As a Firmware Integration Engineering Intern, you will develop software and hardware tools for the factory side-by-side with development, integration, quality, and manufacturing teams. You will be expected to move projects along at an aggressive pace – pulling together the contributions of cross-functional engineering and manufacturing teams into a cohesive solution. You will also be expected to get your hands dirty in the details of various subsystems – digging through vehicle logs, root-causing issues and developing solutions to complex problems.

The Factory Firmware Team operates as the eyes and ears of the Firmware organization within the factory and often has last say on the deployment of new firmware to manufacturing – providing valuable insight and feedback to accelerate the development and launch of exciting new hardware and software features.

Responsibilities
Set up system level manufacturing processes, related to firmware, from initial concept to final product
Develop software and hardware tools for vehicle diagnostics, testing, and validation
Integrate vehicle firmware tests in manufacturing and support new program launches, both hardware and software
Validate firmware in manufacturing through the integration and release of new firmware versions
Develop software and hardware solutions to bridge manufacturing process gaps, maintaining firmware quality, and streamlining production
Develop and improve tools as well as resolve firmware related issues to support production in meeting their targets
Influence the end-to-end process of firmware integration into vehicle subsystems within manufacturing
Troubleshoot high priority production situations through root cause analysis and implementation of short- and long-term solutions
Requirements
Pursuing a Bachelor’s Degree or equivalent in Electrical/Computer Engineering, Mechanical Engineering, Computer Science or related field with evidence of exceptional ability
Strong scripting skills in at least one common language (Python, Ruby, etc.)
Strong experience collaborating with colleagues and communicating complex technical concepts to others of varied technical background
Must be detail-oriented with an ability to think creatively and produce “outside of the box” solutions
Exceptional ability to keep multiple projects moving forward
Preferred Competencies
Strong scripting skills in Python
Experience working in high volume automotive manufacturing
Experience working with new product introduction and process improvements
Understanding of lean manufacturing metrics
Experience with circuit design and basic hardware prototyping
Experience testing and validating embedded software in electro-mechanical systems"
Senior Software Engineer (MES/C#),"The Role 

We are looking for a highly motivated software engineer specializing in full-stack development.  You will join a small, expert team building front-end and server-side software for our Manufacturing Execution System (MES) used at our Fremont manufacturing site for Model S and X production.  The ideal candidate is a self-starter with a strong desire to delve into an existing software stack to continually improve the suite of our Factory Software systems.  You will need strong software engineering skills, excellent interpersonal communication, and experience accepting and giving meaningful feedback on technical designs and change requests.
 Responsibilities

Participate in requirements gathering, technical specification, and the design and development of complex software projects
Develop software solutions for highly available/mission critical software integrated into enterprise systems
Interact with teams of engineers and end-users from multiple disciplines

Requirements

Bachelor degree or higher in Computer Science, Computer Engineering or the equivalent in experience and evidence of exceptional ability
Minimum two years in Web Application Development, including Service Oriented Architecture, RESTful API design and implementation
Web front end development using tools such as Angular, JavaScript
Backend development in .NET, C#
SQL Database experience in Oracle, SQL Server, MySQL.
Knowledge of Manufacturing Execution System software
Prefer experience in a manufacturing environment, integrating with factory equipment and producing software solutions for all levels of manufacturing users"
Software - Full Stack Engineering Internship (Spring 2021 and/or Summer 2021),"Disclaimer: This position is expected to start either January/February 2021 or May/June 2021 and continue for a minimum of 12 weeks, up to a maximum of 12 months. Please consider availability before submitting an application.
Our Company
Tesla is accelerating the world’s transition to sustainable energy. We design, manufacture, sell and service the world’s best solar technology, energy storage systems, and electric vehicles, providing customers the opportunity to generate, store and consume energy entirely sustainably.
Tesla is committed to hiring and developing top talent from around the world for any given discipline. Based in California, Tesla’s workforce spans across four continents. We work to build an inclusive environment in which all people, regardless of gender, race, religion, or background, can come to do their best work.
Our world-class teams operate with a non-conventional philosophy of interdisciplinary collaboration. Each member of the team is expected to challenge and to be challenged, to create, and to innovate. We’re tackling the world’s most difficult and important problems—and we wouldn’t succeed without our shared passion for making the world a better place.
Internship Programs at Tesla
The Internship Programs Team is driven by the passion to recognize emerging talent. Our year-round program places the best students in positions that they will grow both technically and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows for the intern to experience life at Tesla by given them projects that are critical to their team’s success.
Instead of going on coffee runs and making copies, you’ll be seated at the table making critical decisions that will influence not only your team, but the overall achievement of Tesla’s mission.
Locations
Palo Alto, CA
Fremont, CA
About the Team

Tesla is seeking highly motivated software engineering students specializing in front-end, back-end, and/or full-stack development experience. These students will work within our Vehicle Software, Energy, and Digital Products teams.

What to Expect

Interns will develop and validate software for Tesla’s current and future products and programs. We care greatly about building software that stands the test of time, even as parts of the stack keeps evolving.

They will contribute to cross-functional system architecture, software system design, analytics applications and rapid prototyping.

Requirements
Currently working towards a BS, MS, or advanced degree in a relevant engineering program such as Software Engineering or Computer Science.
Front-end: ReactJS, Javascript, HTML, CSS.
Back-end: Go, Ruby on Rails, Python, MySQL.
Experience in .NET, C#, and AngularJS.
Familiarity with using release management tools (Jira).
Experience working with REST APIs and micro-service architecture.
Excellent written and verbal communication skills.
Excellent grasp of fundamental computer science concepts.
Ability to write well-organized code that retains a vision of flexibility and customization.
Experience developing web services that enhance the efficiency of the firmware development organization.
Familiarity with database concepts.
Eagerness to collaborate cross-functionally with product managers, sales teams and optimization to own your own solution from development to production.
Genuine curiosity and willingness to understand how our products are designed, built and how they operate.
Ability to work independently; detail-oriented and execution focused."
Software - Application Engineering Internship (Spring 2021),"Disclaimer: This position is expected to start around January/February 2021 and continue through the spring term (i.e. May/June 2021) or into summer 2021 if available. Please consider availability before submitting an application.
Internship Program at Tesla
The University Recruiting Team is driven by the passion to recognize emerging talent. Our year around program places the best students in positions that they will grow both technically and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows for the intern to experience life at Tesla by given them projects that are critical to their team’s success.
Instead of going on coffee runs and making copies, you’ll be seated at the table making critical decisions that will influence not only your team, but the overall achievement of Tesla’s mission.
Locations
• Fremont, CA 
• Reno, NV
• Bellevue, WA
About the Teams
Tesla is looking for talented, highly motivated university students for our various applications engineering teams to continue to be at the forefront of building a consistent and trustworthy experience across all touch points from digital, sales & service, infrastructure engineering, factory software, to internal application touch points and much more! Our software engineers are building the next generation of products and supporting infrastructure which allows our customers and our internal teams to understand, interact with various products and services that Tesla offers. 
As you continue to discover your passion and strengths in navigating your career path, you can be part of one of our internship programs within the following Software Engineering teams:
• Data Engineer – Responsible for enterprise data processing and analytics
• Digital Experience - Focus on customer experience interaction from tesla.com to the Tesla App  
• Factory Software – Focus on supporting General Assembly in all automotive and energy lines at the Tesla Factories
• Financial Platforms – Focusing on Tesla payments and financial platforms from global online payments to scalable and automated reconciliation
• Enterprise Resource Planning – Focus on system software development from Purchasing to Sales, Logistics and Delivery to Inventory & Costing and much more
• Service and Customer support – Focus on the interaction and experience of the end user from phone/road assistance, to service centers, to body repair shops to name a few
Responsibilities 
• Partner alongside software engineers and various cross functional team members to build, manage, perform and support various aspects of real time projects.
• Develop applications to support various functions across teams
• Promote Software Engineering best practices 
• Independent and driven to react quickly to changing business strategy
• Leverage your existing skills while learning and implementing new technologies
• Work with Product Managers, Quality Engineers, and DevOps to own your solution from inception to production rollout & operations
• Identify additional areas of opportunity and means for knowledge sharing practices across teams 
Requirements:
• Currently has, or is in the process of obtaining a Bachelor’s or Master’s Degree in Computer Science, Computer Engineering, Information Systems or equivalent degree
• Experience in Python, SQL, MySQL, Web Development
• Experience and knowledge as full stack developer  
• Experience and knowledge with front-end technologies: JavaScript (React.js), CSS, HTML
• Experience and knowledge with back-end technologies: C#, Go/Golang, Java, PHP
• Previous software engineering internship and/or relevant project experience is a plus"
Software - QA Engineering Internship (Spring 2021 and/or Summer 2021),"Disclaimer: This position is expected to start either January/February 2021 or May/June 2021 and continue for a minimum of 12 weeks, up to a maximum of 12 months. Please consider availability before submitting an application.
Our Company
Tesla is accelerating the world’s transition to sustainable energy. We design, manufacture, sell and service the world’s best solar technology, energy storage systems, and electric vehicles, providing customers the opportunity to generate, store and consume energy entirely sustainably.
Tesla is committed to hiring and developing top talent from around the world for any given discipline. Based in California, Tesla’s workforce spans across four continents. We work to build an inclusive environment in which all people, regardless of gender, race, religion, or background, can come to do their best work.
Our world-class teams operate with a non-conventional philosophy of interdisciplinary collaboration. Each member of the team is expected to challenge and to be challenged, to create, and to innovate. We’re tackling the world’s most difficult and important problems—and we wouldn’t succeed without our shared passion for making the world a better place.
Internship Programs at Tesla
The Internship Programs Team is driven by the passion to recognize emerging talent. Our year-round program places the best students in positions that they will grow both technically and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows for the intern to experience life at Tesla by given them projects that are critical to their team’s success.
Instead of going on coffee runs and making copies, you’ll be seated at the table making critical decisions that will influence not only your team, but the overall achievement of Tesla’s mission.
Locations
Palo Alto, CA
About the Team

As an intern with the Software QA Engineering team, you will help to ensure great quality of Tesla’s UI and/or Autopilot software for current and next generation vehicle programs. You will work within the Infotainment and Autopilot SQA teams to manually test new and legacy UI features, help automate testing, implement new tests, and create innovative automated test systems.

Requirements
Currently working towards a BS, MS, or advanced degree in a relevant engineering program such as Software Engineering, Computer Engineering, Electrical Engineering or Computer Science.
Familiarity in a major programming language such as C/C++ or Java, and strong scripting skills in at least one common language (Python, Perl, Ruby, Bash, etc.).
Demonstrate good understanding of software fundamentals including software design, algorithm development, data structures, code modularity, and maintainability.
Demonstrate strong understanding of testing concepts including white box and black box testing, regression testing, performance testing, etc.
Strong attention to detail.
Experience with Linux and/or Qtr. a plus."
Sr. Front End Software Engineer,"Tesla is seeking a Front-End Software Engineer to join our team and help build the next generation of the analytical platform. The analytical platform will allow Tesla employees to take data driven decision in shortest time. Also, will provide self-service tools for data science and data engineering workloads
 Responsibilities:
 Build awesome web experiences using React.js
 Plan and accommodate all mediums, screen sizes and device types
 Build in flexibility and customization from the start
 Internalize the user and promote good usability and accessibility in every experience
 Be nimble and react quickly to changing business conditions
 Work with product managers, content producers, QA engineers and release engineers to own your solution from development to production
 Requirements:
   4 years solid expertise in developing rich, interactive and well-performing user interfaces using ReactJS 
 Expert in building complex, highly scalable, responsive and loosely coupled consumer-facing web applications to support users at scale 
 Expertise in latest web technologies: JavaScript, TypeScript, HTML5, CSS3, Sass, Less, Bootstrap, npm, Web DevTools 
 Design web applications to display complex data in digestible form 
 Expertise in building data visualization tools Experience in the latest industry best practices for user experience, user interfaces design 
 Experience in writing unit test cases (Jest, Jasmine) for performance and functionality testing 
 Ability to articulate clearly and communicate effectively across multiple channels 
 Continually learn, set, teach, apply software best practices, tools and technologies 
 Experience with source control management git/bitbucket
 "
